Area,VehPower,VehAge,DrivAge,Credit,FuelType,Density,Amount
D,7,9,30,758,Regular,542,4951
D,9,10,56,770,Regular,1381,1789
E,5,8,36,760,Regular,8549,3642.51
C,9,9,31,770,Regular,103,2301.82
D,9,6,40,768,Regular,889,1965.355
D,9,6,40,768,Regular,889,37.965
C,6,5,24,702,Diesel,155,1128
B,4,14,55,763,Diesel,83,2213.24
B,7,8,55,749,Diesel,83,2458.93
E,8,0,45,763,Diesel,9307,82.05
E,7,3,27,760,Regular,2648,1128.12
D,7,1,60,770,Regular,993,1128.12
E,6,11,76,749,Regular,9307,1128.12
A,7,1,64,744,Diesel,11,118.9
A,7,1,64,752,Diesel,11,2320.45
A,7,16,48,762,Diesel,13,1128.12
B,5,11,40,768,Regular,53,1128.12
B,7,0,59,770,Diesel,67,1128.12
C,9,9,19,720,Regular,171,81.33
B,7,7,40,770,Regular,64,1355.56
D,6,9,45,762,Diesel,634,1128.12
D,7,7,23,672,Diesel,634,1327.56
D,9,8,24,748,Regular,634,79.16
D,6,13,20,720,Diesel,634,864.24
C,6,10,44,770,Diesel,405,2140
C,6,11,50,758,Diesel,405,1128.12
B,7,10,40,744,Regular,57,36.645
B,7,10,40,744,Regular,57,564.06
B,5,2,64,710,Diesel,64,1128
E,6,10,28,730,Regular,3963,2247.24
C,5,2,39,770,Regular,386,1561.35
C,11,1,39,770,Diesel,446,1674.7
C,4,2,80,770,Regular,467,70.2
C,7,11,43,770,Regular,458,123.625
C,7,11,43,770,Regular,458,834.705
C,10,11,43,770,Regular,156,267.13
E,7,7,44,742,Diesel,3859,2885.4
E,9,2,25,744,Diesel,8455,564
E,9,2,25,744,Diesel,8455,56.885
C,5,1,38,767,Diesel,276,83.86
D,6,7,43,770,Regular,904,1235.34
E,4,1,52,770,Regular,8455,80.21
C,6,9,47,750,Diesel,374,1128.12
E,9,14,24,730,Regular,8455,394.9
A,6,5,52,767,Diesel,45,564
D,8,0,32,764,Regular,1228,2652.11
D,7,13,36,767,Regular,1294,286.58
C,5,1,19,725,Diesel,108,1729.61
A,5,5,21,735,Diesel,14,96.8
C,5,10,23,720,Diesel,178,82.08
C,5,8,37,760,Diesel,413,570.77
E,6,5,22,695,Regular,2257,1128.12
E,4,2,68,725,Regular,4348,768.98
C,6,12,49,770,Diesel,214,25.49
D,4,12,26,740,Diesel,813,1557.1
B,4,16,22,720,Regular,98,1128.12
C,9,7,80,770,Regular,182,8157.47
D,5,9,19,720,Regular,1287,564.06
D,5,9,19,720,Regular,1287,557.21
A,8,7,34,770,Diesel,40,1128
A,7,4,44,770,Diesel,44,842.46
D,4,1,55,770,Regular,1313,172.7
D,4,13,62,770,Regular,1313,1128.12
C,7,8,19,708,Regular,298,1085.45
C,6,15,34,760,Diesel,151,1128.12
C,4,5,44,758,Regular,298,115.38
D,10,11,26,730,Regular,1313,1128.12
D,6,11,48,770,Regular,614,1703.15
D,4,0,44,770,Regular,614,1128
C,5,3,32,770,Diesel,229,1128
D,4,13,60,770,Diesel,1313,1128.12
E,6,4,31,756,Diesel,4128,2343.92
E,5,18,29,708,Regular,4348,59.05
E,5,18,29,708,Regular,4348,282.06
D,7,13,28,725,Regular,1313,564.12
D,10,7,42,725,Regular,1313,1673.08
D,7,6,26,740,Diesel,1313,2024.085
D,7,6,26,740,Diesel,1313,245.15
A,9,1,37,770,Diesel,10,1128.12
D,6,9,29,730,Diesel,776,564.06
D,6,9,29,730,Diesel,776,177.245
C,4,12,44,770,Regular,478,271.63
D,6,7,65,758,Regular,1601,1128.12
D,5,16,27,740,Diesel,1397,6163.52
B,6,1,23,744,Diesel,60,94.97
D,5,12,39,770,Diesel,1739,72.18
D,7,11,22,758,Regular,776,1128.12
D,7,12,48,770,Regular,1397,2779.85
D,4,0,62,770,Regular,586,564.06
B,7,4,39,770,Regular,83,3047.98
A,11,17,29,770,Regular,44,59.14
B,5,17,26,748,Regular,73,67.47
A,7,3,60,770,Regular,44,1341.2
A,6,7,54,762,Diesel,44,1128
B,6,2,31,766,Diesel,94,1128.12
B,5,16,19,695,Regular,51,1128.12
C,7,6,30,763,Diesel,186,2241.93
C,6,9,57,770,Regular,186,1280.57
B,6,4,26,730,Regular,51,36.65
B,6,4,26,730,Regular,51,1744.09
D,4,13,41,770,Regular,1403,351.32
D,6,13,41,767,Diesel,987,1128.12
E,6,10,48,725,Regular,3744,1.82
E,9,14,45,770,Regular,2715,1120.47
E,7,7,22,740,Regular,3744,1132.34
E,9,10,44,770,Regular,3744,2088.55
C,5,2,58,770,Regular,215,2498.72
D,7,9,30,760,Regular,611,1.315
D,7,9,30,760,Regular,611,679
D,11,7,49,770,Regular,613,81.13
E,5,9,44,762,Diesel,3317,5701.59
C,5,16,24,708,Regular,458,1128.12
C,10,3,49,770,Diesel,461,1128.12
F,8,5,26,756,Regular,17140,523.6
C,9,13,45,770,Regular,461,1128
C,4,16,53,770,Regular,104,1128
C,6,3,52,770,Diesel,158,1931.83
C,6,14,73,725,Regular,293,1128.12
A,6,7,32,730,Diesel,40,1128
A,9,11,21,730,Regular,37,78.24
E,5,0,31,739,Diesel,4436,1128
C,7,2,57,730,Regular,286,1128
D,4,18,37,770,Regular,695,1128.12
A,8,11,29,746,Regular,45,564.06
A,8,11,29,746,Regular,45,1342.715
E,5,6,63,750,Diesel,3368,2914.61
C,5,3,30,752,Diesel,271,397.03
C,7,18,28,695,Regular,242,1128.12
B,6,8,45,770,Diesel,97,776.2
C,5,10,51,758,Diesel,286,1128
C,5,10,35,765,Diesel,286,802.25
A,5,11,26,702,Diesel,23,2127.97
E,11,8,33,769,Regular,3866,36.29
E,7,9,28,740,Regular,3368,300.845
E,7,9,28,740,Regular,3368,469.88
D,6,10,26,720,Diesel,1408,1111.87
D,6,11,26,720,Diesel,1408,98.8
A,4,9,26,730,Regular,44,5892.93
C,4,11,62,770,Diesel,127,166.74
C,4,11,62,770,Diesel,127,285.505
E,6,6,58,720,Diesel,3301,25.33666667
E,6,6,58,720,Diesel,3301,426.2066667
E,6,6,58,720,Diesel,3301,1844.116667
A,5,5,22,695,Diesel,37,1128
B,7,9,26,748,Diesel,92,3225.36
E,9,3,58,748,Regular,3301,77
A,6,2,32,770,Diesel,37,76.63
A,5,16,19,757,Diesel,44,3795.995
A,5,16,19,757,Diesel,44,564.06
B,10,13,57,744,Diesel,91,1433.12
B,5,9,22,725,Regular,91,949.08
A,4,7,44,758,Regular,32,1128.12
B,7,17,19,720,Regular,91,1676.94
A,6,2,29,732,Diesel,37,1128.12
A,7,11,30,720,Regular,11,1128.12
B,7,8,39,770,Regular,91,432.48
B,5,10,22,770,Diesel,72,1128.12
A,8,16,40,770,Regular,15,319.82
A,7,16,41,770,Regular,14,58.85
A,4,13,44,770,Diesel,29,502.29
A,4,18,47,770,Regular,31,1128.12
B,6,0,31,757,Diesel,98,1128.12
C,7,12,41,770,Diesel,109,76.1
D,4,11,20,720,Diesel,1237,403.46
C,5,0,52,770,Regular,473,1128.12
D,5,3,38,762,Regular,1622,1128
E,5,10,33,740,Diesel,5449,962.3
E,9,8,51,735,Regular,5449,3837.36
E,5,0,40,770,Regular,4646,70.78
E,10,7,56,770,Regular,4646,1449.4
E,9,10,33,720,Regular,5449,564.06
E,9,10,33,720,Regular,5449,945.185
E,6,4,51,770,Diesel,5449,1235.71
A,7,3,24,752,Regular,41,72.55
D,8,2,35,766,Diesel,745,11000
D,4,5,27,735,Regular,745,1720.57
C,7,3,35,744,Regular,473,1128.12
C,5,12,21,720,Diesel,473,1104.913333
C,5,12,21,720,Diesel,473,376.04
C,5,12,21,720,Diesel,473,24.27
C,7,9,45,770,Regular,125,1128.12
C,8,1,53,770,Regular,125,95.43
B,4,1,30,735,Regular,86,1128
C,11,1,35,770,Diesel,247,302.21
C,5,4,24,730,Diesel,473,2438
C,5,2,44,758,Regular,206,1128.12
E,4,0,70,770,Regular,3317,1128.12
E,4,15,52,770,Regular,3317,1128
D,4,6,61,770,Regular,1005,78
E,11,11,55,770,Regular,9307,832.9
B,5,11,51,770,Regular,96,1128
D,10,1,42,770,Diesel,740,282.09
A,6,12,50,758,Diesel,15,1128.12
C,6,3,52,770,Diesel,256,1128.12
E,4,14,42,725,Regular,9307,1128.12
E,7,0,45,770,Diesel,2051,74.27
B,10,9,49,770,Diesel,84,1128
B,7,8,25,720,Regular,57,262.11
B,7,8,25,720,Regular,57,834.805
A,8,8,24,720,Regular,18,75.47
A,5,16,28,769,Regular,23,313.95
A,7,17,36,708,Regular,15,1128
A,8,9,23,725,Regular,15,359.58
C,8,10,22,695,Regular,376,3256.47
D,4,14,30,720,Regular,1054,92.49
D,4,7,25,730,Regular,1054,1128
C,7,14,21,720,Regular,376,1128.12
D,7,14,48,770,Regular,1054,34.91
D,6,6,43,757,Diesel,1054,1128.12
A,4,1,28,725,Regular,17,201.96
D,5,7,30,720,Diesel,1054,1809.31
D,5,13,22,695,Regular,1054,1128.12
D,6,4,27,752,Diesel,1054,65.27
D,5,5,45,770,Regular,1054,1783.87
D,6,12,33,744,Regular,1054,3006.14
D,5,9,49,753,Diesel,1054,770.825
D,5,9,49,753,Diesel,1054,119.57
D,4,15,64,740,Regular,1054,1128
A,10,0,48,762,Diesel,30,1030.81
D,9,15,30,720,Regular,1054,3086.18
D,7,14,19,720,Regular,1054,1128.12
C,5,3,58,770,Regular,167,564.06
C,7,6,21,664,Diesel,127,564
C,7,6,21,664,Diesel,127,564
C,6,8,21,720,Regular,167,11544.09
C,7,10,31,759,Diesel,127,1128
E,4,0,26,720,Diesel,4617,2177.32
B,5,16,18,725,Diesel,51,39.3
A,5,3,21,695,Regular,20,1128
D,6,2,27,756,Regular,1313,68.56
A,9,1,55,770,Regular,11,525.22
A,6,6,36,768,Diesel,27,1128.12
C,7,3,29,756,Regular,298,67.11
E,5,3,31,770,Diesel,2258,4427.84
D,6,2,50,743,Diesel,511,1128.12
C,7,12,40,768,Regular,405,1128.12
A,6,1,55,770,Diesel,11,109.39
A,7,12,69,770,Regular,45,1128
D,4,1,20,730,Regular,854,290.19
C,5,10,27,695,Diesel,226,1128.12
E,6,17,23,708,Regular,3430,1128.12
E,10,0,47,758,Regular,4646,3439.12
E,6,7,48,770,Regular,2399,130.54
C,6,6,28,766,Diesel,432,26.35
C,4,7,56,770,Regular,388,1128.12
E,6,18,66,762,Diesel,3744,1128
E,7,1,59,770,Regular,3744,1128
E,6,6,48,768,Regular,2715,1128.12
C,7,11,50,765,Regular,388,8750.45
E,6,5,34,730,Diesel,3744,1128.12
E,6,10,46,770,Diesel,3744,1128
D,5,3,52,770,Diesel,1232,7128.12
D,7,8,47,770,Regular,610,1128.12
E,8,6,41,770,Diesel,3744,8000
D,6,1,33,770,Diesel,1101,1253.93
A,5,16,23,725,Regular,30,1128.12
E,4,6,40,720,Diesel,2740,1609.49
E,5,14,55,770,Regular,2740,1128
B,11,6,44,770,Diesel,76,698.05
E,6,9,21,725,Diesel,2740,1104.15
D,6,13,30,752,Regular,1273,1128
E,7,9,28,744,Regular,2740,92.99
E,6,8,25,735,Diesel,2740,1486.59
C,7,3,45,770,Regular,149,669.39
C,5,7,66,763,Diesel,107,2778.83
C,5,14,48,770,Regular,138,57.93
E,13,12,35,695,Regular,3688,1128.12
C,4,11,48,770,Diesel,141,78.4
C,9,14,21,720,Regular,124,485.74
B,13,5,49,770,Regular,85,763.12
E,6,13,57,725,Diesel,3095,564
E,6,13,57,725,Diesel,3095,1776.28
E,6,14,57,725,Diesel,3095,1128
E,5,3,49,770,Regular,3095,3862.14
E,5,3,49,757,Regular,3095,1128
C,7,7,42,695,Regular,492,1687.51
E,7,12,49,725,Regular,3321,500
E,7,13,49,702,Regular,3321,1000
D,7,4,50,758,Regular,1085,134.16
D,6,14,28,770,Diesel,1572,111.77
D,4,13,38,770,Regular,1466,159.41
E,8,11,48,770,Diesel,6157,1295.11
C,10,2,52,743,Diesel,116,564
C,10,2,52,743,Diesel,116,564.06
E,5,2,55,758,Diesel,3095,1128.12
D,8,3,45,758,Diesel,1386,1128.12
D,5,11,52,770,Diesel,582,2319.21
E,4,12,69,762,Regular,3095,1128
D,8,6,26,735,Diesel,1287,1128.12
E,4,15,25,725,Regular,2715,74.79
D,7,10,30,740,Diesel,754,29.77
A,7,0,32,770,Diesel,41,1191.24
D,5,9,20,702,Diesel,1982,1128.12
E,6,6,59,756,Diesel,2715,169.29
C,6,11,24,748,Regular,122,65.64
E,6,5,26,725,Regular,2715,375.36
E,5,5,37,748,Diesel,2715,155.1
B,9,8,22,720,Regular,53,1128
D,7,13,35,753,Diesel,913,1128
D,8,15,44,762,Diesel,657,1128.12
B,4,12,32,753,Regular,58,1128
D,5,2,41,770,Regular,515,443.01
C,4,2,23,740,Diesel,283,1128
F,5,1,29,769,Regular,15386,70.37
C,5,8,21,735,Regular,283,366.53
E,7,9,24,714,Diesel,2103,1128.12
A,4,16,22,730,Regular,37,1571.35
E,5,2,32,695,Regular,3233,76.225
E,5,2,32,695,Regular,3233,564.06
B,7,7,30,735,Diesel,63,1128
E,7,12,31,702,Regular,8549,376.04
E,7,12,31,702,Regular,8549,114.58
E,7,12,31,702,Regular,8549,36.46666667
C,9,2,44,770,Diesel,141,564.06
C,9,2,44,770,Diesel,141,395.21
E,7,4,50,764,Diesel,9307,105.855
E,7,4,50,764,Diesel,9307,555.155
D,6,1,38,770,Regular,942,302.15
E,6,5,50,770,Diesel,9307,590.335
E,6,5,50,770,Diesel,9307,834.79
E,7,4,39,770,Regular,9307,12308.76
E,7,0,41,770,Diesel,9307,2593.62
D,6,15,41,770,Diesel,905,172.99
E,7,3,42,769,Diesel,3946,165.35
E,6,8,46,751,Diesel,8549,380.255
E,6,8,46,751,Diesel,8549,133.91
E,8,11,46,747,Diesel,8549,1128.12
C,4,5,54,770,Regular,443,545.39
D,4,3,58,757,Regular,1871,127.63
E,8,0,32,770,Diesel,9307,1128.12
A,5,1,34,754,Diesel,37,1128
D,5,1,48,758,Regular,1313,1128.12
D,4,9,51,725,Regular,1313,1128
D,7,5,46,761,Regular,1313,1356.79
C,7,3,29,763,Regular,298,928.07
B,7,1,20,725,Regular,71,564.06
B,7,1,20,725,Regular,71,1000
C,7,10,36,770,Diesel,106,207.95
D,7,17,20,720,Regular,1313,1128.12
C,7,7,21,735,Diesel,298,1602.4
D,15,4,49,770,Regular,1313,393.09
C,5,16,23,735,Regular,150,2906.15
D,6,2,38,735,Diesel,1313,301.05
E,6,9,21,725,Diesel,4128,73.24
C,4,1,23,744,Diesel,205,72.04
C,5,2,37,770,Regular,354,268.93
D,7,3,24,708,Regular,713,1128.12
D,6,1,73,730,Regular,568,4176.98
D,6,5,40,720,Diesel,1490,1128.12
C,6,2,35,770,Diesel,110,1128
C,5,8,28,725,Regular,416,1312.56
C,6,14,43,744,Regular,439,564.06
C,6,14,43,744,Regular,439,564.06
C,6,4,25,725,Regular,416,96.64
C,6,13,42,770,Diesel,226,167.17
D,4,12,49,770,Diesel,883,1128
E,6,5,26,744,Diesel,3744,323.13
E,6,13,64,770,Diesel,3744,4128
D,7,7,43,770,Diesel,1403,1128.12
E,4,16,53,770,Regular,3744,1128.12
E,5,12,36,766,Regular,3744,255.3
E,4,1,46,742,Regular,3744,1128.12
D,6,6,29,770,Diesel,1629,763.2
E,14,5,65,770,Diesel,3744,5174.81
E,7,6,63,770,Regular,3744,1128.12
E,7,5,30,760,Diesel,3744,69.29
A,4,5,20,720,Regular,30,1148
C,5,4,31,745,Diesel,239,1994.1
D,7,0,31,745,Regular,1313,1128.12
E,6,8,42,770,Diesel,2949,2816.895
E,6,8,42,770,Diesel,2949,47.86
D,4,13,45,762,Regular,1386,21.88
D,7,7,29,761,Diesel,567,6678.2
C,6,11,29,760,Diesel,263,357.03
D,4,1,32,770,Diesel,1386,1070.52
D,6,5,23,749,Diesel,1466,67.16
D,4,12,33,695,Diesel,575,564.06
D,4,12,33,695,Diesel,575,564
E,5,17,38,762,Diesel,2795,1128.12
D,5,2,51,770,Diesel,1571,78.46
E,5,12,55,758,Diesel,3095,5987.92
E,7,10,41,762,Diesel,3095,1128.12
D,6,6,51,758,Diesel,1557,3160.85
C,5,5,24,730,Diesel,104,96.63
C,6,10,57,758,Regular,140,365.75
C,7,12,50,766,Regular,303,80.77
C,5,8,54,762,Diesel,127,277.68
B,5,3,33,769,Regular,86,697.31
E,7,15,54,756,Regular,4348,1626.8
A,4,5,53,770,Regular,48,811.26
D,7,0,36,770,Regular,1055,2443.36
D,12,0,61,770,Diesel,570,1128.12
B,5,1,50,770,Regular,98,1447.42
E,8,11,53,770,Regular,4348,189.08
D,5,0,46,770,Diesel,1445,1242.02
E,7,0,38,753,Diesel,4348,1128
D,4,16,36,752,Regular,1535,1128
F,6,13,32,760,Regular,27000,1128
E,4,21,31,720,Regular,4762,1128.12
E,7,1,62,767,Regular,2674,452.93
E,7,1,62,767,Regular,2674,111.025
E,5,11,59,733,Diesel,4762,1128.12
C,7,15,49,762,Regular,130,2703.41
C,11,4,44,765,Regular,135,564.06
C,11,4,44,765,Regular,135,564.06
E,4,4,56,725,Regular,2446,1524.49
D,6,5,54,757,Regular,782,500.42
E,10,7,29,725,Regular,4762,6859.56
E,7,5,38,770,Diesel,2446,966.36
C,4,1,36,770,Regular,262,3137.83
E,6,9,49,770,Diesel,4762,558.07
E,7,12,36,744,Regular,4762,1150.22
E,10,11,57,770,Regular,4762,939.82
D,6,10,33,744,Diesel,709,1128.12
E,9,12,45,735,Regular,4762,564
E,10,15,53,770,Regular,4762,1914.98
D,8,15,76,744,Diesel,1601,1128
C,5,9,39,770,Diesel,478,1128
C,4,15,28,708,Regular,179,1128.12
D,7,2,56,770,Regular,537,1128
D,7,13,74,743,Regular,1601,1488.08
A,9,4,55,748,Diesel,26,1128.12
B,10,5,54,770,Diesel,84,3047.52
C,7,9,28,725,Regular,214,1128.12
A,5,1,27,756,Diesel,41,1611.08
C,6,16,33,770,Diesel,214,81.25
B,7,16,33,735,Regular,75,1128.12
A,6,7,45,770,Diesel,8,2166.59
C,11,15,50,770,Regular,273,162.23
A,7,14,56,770,Regular,31,481.31
A,6,7,48,770,Diesel,31,1128
A,6,9,54,758,Diesel,41,1128.12
A,4,14,49,766,Regular,25,50.07
B,8,8,50,770,Diesel,64,1320.12
A,6,12,45,759,Diesel,25,783.92
A,5,4,26,747,Diesel,29,1128
B,6,11,34,720,Regular,91,77.5
D,7,19,22,720,Regular,866,489.72
B,5,5,27,756,Diesel,60,832.33
A,7,3,28,725,Regular,37,1128.12
E,10,4,35,763,Diesel,3744,63.28
A,7,13,27,714,Regular,12,1128
C,6,13,49,766,Diesel,405,427.33
C,6,15,55,725,Diesel,115,360.83
C,11,2,49,747,Diesel,405,1128
E,4,13,20,725,Regular,5433,304.9
E,8,6,45,766,Diesel,4762,165.62
E,11,0,75,770,Regular,2733,2077.01
E,11,4,36,744,Regular,4998,1488.49
E,6,9,33,744,Diesel,2733,1128
A,7,5,59,747,Diesel,25,1128
E,6,14,20,720,Regular,4762,1128.12
E,5,8,34,756,Diesel,2733,943.59
B,7,0,37,770,Diesel,96,2358.43
E,4,12,47,735,Diesel,4762,1128
E,9,11,55,770,Diesel,4128,215.43
E,7,12,45,758,Regular,4128,13.77
D,8,4,33,762,Diesel,983,1128
E,7,14,26,730,Diesel,3834,1586.62
D,7,7,24,735,Diesel,983,62.95
D,6,6,37,751,Diesel,1457,282
D,6,6,37,751,Diesel,1457,564.06
E,4,12,42,770,Regular,3744,1128
E,8,14,34,760,Regular,3744,564
D,4,7,38,770,Diesel,1232,1004.61
E,9,10,47,770,Regular,3744,1201.05
E,7,14,72,770,Diesel,3744,1128.12
E,6,3,39,754,Diesel,3021,1128
E,8,3,36,763,Diesel,3744,227.37
E,8,8,56,770,Diesel,2715,1128.12
D,10,6,58,770,Diesel,1629,2619.17
E,5,15,39,720,Diesel,3744,1128.12
E,5,17,53,744,Diesel,3744,1128.12
C,13,35,68,770,Regular,388,1301.16
D,10,13,19,720,Regular,636,235.51
A,10,1,60,770,Diesel,17,784.45
A,8,15,19,730,Regular,26,450.92
D,7,4,39,770,Diesel,1054,1128
D,6,10,19,720,Diesel,854,1128.12
E,6,7,22,725,Diesel,3430,201.57
C,10,11,47,758,Diesel,237,1128
C,7,13,44,770,Diesel,270,1128
E,7,11,67,770,Regular,3688,1128
E,5,17,46,720,Regular,3688,1128
E,6,6,33,735,Diesel,2044,305.02
E,6,4,51,741,Diesel,2715,266.64
E,7,12,26,720,Regular,4116,1128.12
D,7,3,49,770,Regular,1296,1128
E,9,8,20,720,Regular,4116,3817.96
E,4,22,31,740,Regular,4116,4.19
C,6,7,39,758,Diesel,103,1128
C,7,10,37,749,Diesel,358,1128.12
F,4,2,48,770,Regular,14368,1128.12
B,6,10,53,758,Diesel,53,1447.1
A,7,4,43,770,Diesel,12,6157.79
E,7,6,52,770,Diesel,2715,107.49
C,5,15,43,770,Regular,125,1128
E,7,2,50,770,Diesel,9307,1500
E,7,2,50,770,Diesel,9307,564
E,6,4,75,730,Diesel,5723,1128
E,7,7,43,720,Diesel,3657,1128
E,8,19,57,760,Regular,9307,1128
D,4,7,41,762,Regular,738,1128
E,4,12,59,720,Regular,2897,1128
E,5,12,18,720,Diesel,3657,5805.3
E,7,8,53,770,Regular,2051,436.18
D,5,12,19,720,Diesel,878,1128
B,7,12,24,725,Regular,75,1128
A,7,8,49,770,Regular,21,449.74
D,10,11,42,770,Regular,640,1128.12
C,4,13,78,770,Regular,214,1128
C,6,7,31,757,Diesel,175,1128
E,6,8,54,770,Diesel,3744,72.93
C,9,15,45,725,Regular,383,743.18
C,4,12,22,708,Diesel,388,1718.83
D,7,0,27,752,Diesel,1232,1223.85
E,5,5,24,740,Regular,3744,320.53
E,10,14,54,770,Diesel,3744,1128.12
E,4,12,46,758,Regular,3744,904.06
B,6,1,74,758,Diesel,84,1128
C,6,14,59,752,Regular,345,213.37
C,6,8,51,770,Diesel,155,824.7
C,8,14,22,720,Diesel,208,78.22
C,5,16,22,720,Diesel,208,1128
D,6,11,48,758,Regular,568,1128.12
B,7,9,51,758,Diesel,64,1128
C,8,0,69,770,Diesel,261,1128.12
A,6,13,44,758,Diesel,23,1758
C,7,5,19,725,Regular,405,75.47
C,5,16,37,732,Regular,405,1128
C,7,3,21,725,Diesel,122,3131.4
A,6,6,32,761,Diesel,47,1444.01
A,4,8,47,770,Regular,16,3257.78
A,6,10,51,753,Diesel,41,1128
E,6,7,55,758,Diesel,3184,640.41
B,4,0,32,770,Regular,97,1003.15
A,4,11,49,770,Regular,48,450.53
D,9,6,36,770,Regular,522,1128
E,5,10,22,740,Diesel,4116,126.93
C,6,1,73,770,Diesel,214,297.22
D,4,10,53,770,Regular,1313,739.84
C,7,6,55,770,Diesel,109,58.32
C,6,10,42,762,Diesel,170,1128
C,7,9,57,770,Regular,399,65.27
A,7,9,52,770,Regular,9,1128.12
D,6,11,41,770,Regular,1313,1128.12
A,5,13,48,770,Regular,18,1992.97
D,6,3,43,754,Regular,754,581.5
C,6,1,72,770,Regular,203,83.85
E,6,13,33,758,Diesel,4116,507.64
A,4,12,42,753,Diesel,12,1128.12
C,5,12,54,755,Regular,493,1128
A,6,4,55,740,Diesel,24,1128
C,6,9,39,770,Diesel,131,1128.12
C,5,6,42,765,Diesel,117,1128.12
E,6,4,76,770,Diesel,3866,564
E,6,4,76,770,Diesel,3866,35.825
C,10,1,51,752,Diesel,197,1128
C,6,15,69,770,Regular,283,1128
C,6,5,55,770,Diesel,302,1128.12
D,6,6,47,770,Diesel,1526,1215.48
E,5,17,65,770,Regular,2252,1128.12
D,7,3,75,763,Regular,1182,1128
D,5,6,58,744,Diesel,798,1600.015
D,5,6,58,744,Diesel,798,564
A,5,14,57,770,Diesel,17,61.99
E,6,5,64,735,Diesel,5202,2433.83
C,6,1,54,770,Diesel,405,1000
C,7,6,79,770,Regular,295,50.27
A,7,9,52,770,Regular,37,1128.12
A,7,6,42,770,Regular,43,1974.81
C,6,11,49,770,Diesel,214,461.11
C,6,5,46,770,Regular,137,1209.93
A,7,13,44,753,Regular,14,1128
E,5,5,37,770,Regular,3545,2565.84
C,7,3,61,735,Diesel,295,606.36
A,7,8,50,770,Regular,14,108.93
D,4,11,71,770,Regular,1313,261.41
A,4,2,74,770,Regular,48,1128.12
A,6,6,69,761,Diesel,39,1128.12
C,6,4,47,770,Diesel,222,4934.85
E,4,18,51,770,Regular,4128,1128
E,4,1,40,758,Regular,4253,35.1
C,7,16,76,770,Regular,125,1128.12
B,6,1,63,770,Diesel,59,71.65
C,4,9,63,770,Regular,282,339.6
C,6,8,41,770,Diesel,238,1163.05
C,5,11,38,770,Diesel,193,363.58
D,6,4,59,755,Diesel,831,1128
C,5,7,64,770,Regular,165,1330.13
C,4,13,42,747,Regular,210,1128
C,10,1,51,770,Diesel,182,66.41
F,8,16,80,770,Regular,27000,72.92
D,6,6,67,770,Regular,1182,1128
D,7,5,41,756,Regular,1182,11
D,4,13,71,770,Regular,1426,1128
D,5,11,62,770,Diesel,1191,1128.12
E,6,9,70,770,Regular,4172,1208.34
F,9,13,47,770,Regular,27000,553.54
E,7,15,77,770,Regular,3744,1128.12
D,6,11,78,747,Regular,1175,1128.12
E,6,5,53,770,Diesel,2575,311.07
C,7,11,39,770,Regular,473,1128.12
A,7,13,40,770,Diesel,19,1128.12
B,5,16,90,762,Regular,76,1128
E,6,11,47,770,Diesel,4128,1144.64
D,4,13,71,770,Regular,1943,1128.12
B,5,16,74,758,Regular,91,1128.12
D,5,3,66,765,Regular,1054,1128
C,6,2,43,770,Diesel,206,2911.66
D,7,1,49,770,Regular,745,60.17
C,6,5,66,753,Diesel,481,1128.12
E,6,13,22,743,Regular,3946,34.085
E,6,13,22,743,Regular,3946,1147.775
C,6,1,60,744,Diesel,473,1128.12
A,6,18,68,758,Diesel,44,1128.12
C,6,11,51,770,Diesel,282,443.16
F,5,3,75,751,Regular,27000,105.115
F,5,3,75,751,Regular,27000,564.06
D,6,3,59,770,Diesel,983,110.79
B,6,6,72,770,Diesel,66,1128
C,5,2,56,770,Regular,125,427.72
E,5,9,67,770,Diesel,4116,523.59
E,5,9,67,770,Diesel,4116,2299.45
C,7,6,48,770,Diesel,192,40.86
A,5,3,54,768,Regular,30,1128.12
C,10,5,55,762,Diesel,102,1128.12
C,7,6,55,770,Diesel,405,1270.13
F,5,7,57,770,Regular,17140,169.4
A,4,5,44,720,Diesel,8,2652.61
C,7,11,75,761,Regular,105,87.85
B,6,6,48,764,Diesel,60,2435.82
E,7,9,36,748,Regular,4762,765.65
C,6,4,56,770,Diesel,287,1128.12
B,6,15,38,770,Diesel,71,1128.12
C,10,1,37,769,Regular,473,2929.32
C,5,2,42,724,Regular,473,2987.935
C,5,2,42,724,Regular,473,564
C,10,12,39,750,Diesel,109,1123.99
C,6,2,24,740,Diesel,102,378.21
C,6,4,54,758,Diesel,138,1128
D,6,9,54,770,Diesel,741,1710.88
A,6,4,52,762,Diesel,27,82.05
A,6,3,41,770,Diesel,27,1128
E,6,7,72,770,Diesel,2715,2151.67
B,5,1,49,770,Diesel,63,917.15
C,6,1,74,770,Diesel,105,578.59
A,13,1,52,770,Regular,46,1128.12
B,4,3,40,758,Regular,64,1128
A,6,9,52,770,Diesel,26,1980.78
A,6,1,63,758,Diesel,46,1128.12
E,5,3,63,768,Regular,2733,1128.12
C,6,3,55,770,Diesel,295,65.27
B,7,15,60,770,Regular,76,1128.12
B,6,14,47,770,Diesel,92,2161.57
D,5,2,50,765,Regular,1054,1128.12
C,11,9,37,758,Regular,405,1128.12
B,6,11,54,770,Regular,50,564.06
A,7,3,47,770,Regular,22,350.71
A,6,4,41,770,Diesel,13,1128.12
A,6,0,72,770,Diesel,19,2228
