Gender,HP,Credit,Years,Marital,Vehicle,Miles,Family,Accident
M,124,755,16,Married,Van,9176,6,No
F,139,728,10,Married,Car,12170,4,No
F,189,597,5,Single,Van,18241,7,No
F,98,770,9,Married,Car,7527,8,No
F,108,780,21,Married,Car,11447,3,No
M,159,711,37,Married,Van,10685,1,No
M,368,601,2,Married,Van,8954,6,No
F,324,409,5,Single,Truck,10463,7,No
F,156,811,8,Single,Van,24870,5,No
F,115,750,6,Married,Truck,5553,5,No
M,135,754,13,Married,Van,9776,4,No
F,130,673,5,Married,Truck,5365,3,No
F,129,792,16,Married,Truck,8937,2,No
F,264,670,5,Single,Car,86394,4,No
F,127,794,15,Married,Car,7970,5,No
M,152,689,15,Married,Truck,14394,4,No
F,499,572,7,Single,Truck,14027,6,No
F,230,594,7,Single,Utility,11740,8,No
M,132,742,16,Married,Van,11752,6,No
M,134,684,12,Single,Utility,6381,8,No
F,108,748,12,Married,Car,5782,6,No
M,140,836,2,Single,Car,11792,3,No
F,267,660,6,Single,Truck,13224,2,No
F,290,686,8,Single,Truck,11336,2,No
M,92,792,25,Married,Truck,8562,4,No
M,89,786,17,Married,Truck,13092,3,No
F,95,755,10,Married,Truck,16811,7,No
M,127,704,5,Single,Utility,12680,5,No
M,95,694,12,Married,Truck,14284,3,No
M,154,691,12,Married,Truck,12970,1,No
M,135,752,12,Married,Utility,5263,2,No
F,394,671,21,Married,Truck,24938,7,No
F,84,728,17,Married,Car,8025,6,No
F,99,695,16,Married,Car,6622,5,No
F,278,605,6,Single,Truck,12205,3,No
F,152,720,24,Married,Car,7721,1,No
F,127,781,16,Married,Car,7055,4,No
M,116,793,25,Single,Utility,11080,5,No
F,336,642,8,Single,Utility,14272,4,No
M,152,685,20,Married,Van,6563,3,No
F,129,784,13,Married,Truck,9784,5,No
F,491,692,36,Married,Truck,8662,1,No
M,113,792,10,Married,Van,5148,6,No
M,91,758,20,Single,Utility,7731,1,No
M,136,644,8,Married,Truck,30056,6,No
M,113,764,10,Single,Utility,10251,3,No
M,143,690,15,Married,Van,9923,7,No
M,311,618,1,Single,Utility,81340,6,No
M,146,772,9,Married,Truck,12374,3,No
M,136,746,20,Married,Van,9535,5,No
F,124,767,22,Married,Car,7916,2,No
F,115,721,25,Married,Car,11169,4,No
M,84,741,9,Single,Utility,10614,3,No
M,292,424,4,Single,Car,12707,4,No
F,125,703,9,Married,Truck,50788,1,No
F,149,743,12,Married,Truck,13133,5,No
M,117,749,21,Single,Utility,10728,7,No
M,107,724,16,Single,Utility,6421,3,No
F,196,726,5,Married,Car,63825,2,No
M,92,740,19,Single,Utility,6030,8,No
M,200,422,4,Single,Car,10756,8,No
M,421,651,2,Married,Car,32277,6,No
M,154,673,16,Married,Van,11684,6,No
M,111,752,26,Married,Van,7196,2,No
F,322,555,4,Married,Car,94006,6,No
M,111,696,10,Married,Van,5908,2,No
F,97,750,35,Married,Truck,9319,3,No
F,131,742,33,Married,Car,21057,1,No
F,91,670,19,Married,Truck,13062,1,No
F,400,665,6,Single,Truck,10486,3,No
F,83,783,13,Married,Car,11407,7,No
M,346,686,4,Married,Van,25240,4,No
F,135,693,15,Married,Car,7667,7,No
F,139,677,17,Married,Truck,6740,8,No
M,200,587,1,Single,Car,89940,5,No
M,147,675,30,Married,Truck,12550,3,No
M,429,609,4,Married,Car,10385,6,No
M,125,754,10,Married,Van,5884,1,No
M,407,672,4,Married,Car,10162,6,No
F,107,764,10,Single,Car,7577,5,No
F,97,698,13,Married,Car,10303,7,No
F,145,695,14,Married,Car,5520,6,No
F,494,360,8,Single,Truck,16371,3,No
F,135,770,35,Married,Car,12206,3,No
F,87,752,29,Single,Car,11501,7,No
M,154,695,16,Married,Van,11532,5,No
M,138,678,18,Married,Truck,9370,4,No
M,443,666,1,Married,Van,8713,5,No
F,261,676,5,Married,Car,48616,3,No
F,93,686,12,Married,Car,7606,7,No
F,212,616,7,Single,Truck,11477,4,No
M,93,739,7,Married,Truck,14694,6,No
F,123,687,7,Married,Truck,6099,6,No
F,134,724,5,Married,Truck,44612,1,No
M,231,576,1,Married,Van,48353,6,No
F,81,769,22,Married,Truck,9434,6,No
M,154,794,25,Single,Utility,7909,6,No
F,356,722,14,Married,Car,24150,4,No
M,342,373,5,Single,Car,10893,8,No
F,155,765,10,Married,Truck,16904,3,No
F,153,664,7,Single,Van,38155,3,No
F,150,764,22,Single,Car,11294,7,No
M,143,774,28,Married,Van,5861,3,No
M,159,676,10,Married,Truck,14400,4,No
M,121,769,16,Married,Van,9795,2,No
M,98,739,23,Married,Van,7861,6,No
M,150,780,40,Married,Van,10571,4,No
F,87,670,40,Married,Car,5379,6,No
F,150,684,25,Married,Car,7431,3,No
M,112,790,14,Single,Utility,7005,6,No
M,134,756,17,Married,Utility,5332,2,No
F,226,660,8,Single,Truck,12225,6,No
M,283,674,5,Married,Van,26493,1,No
M,280,660,3,Married,Car,11867,5,No
F,139,765,24,Married,Truck,12991,3,No
F,109,781,6,Married,Car,19235,2,No
F,150,683,12,Married,Truck,13912,6,No
M,110,787,29,Married,Truck,10884,2,No
M,149,784,22,Single,Utility,9403,7,No
M,110,713,21,Married,Van,6221,8,No
M,632,641,1,Married,Truck,9884,1,No
M,83,789,12,Married,Van,6305,4,No
M,118,674,21,Married,Van,5650,3,No
F,377,662,7,Single,Truck,13792,2,No
M,97,711,18,Married,Van,13251,8,No
M,130,680,24,Married,Van,8516,2,No
F,126,756,8,Married,Truck,14361,1,No
M,149,844,2,Single,Utility,13979,3,No
F,115,680,18,Married,Truck,7445,8,No
M,84,745,23,Married,Van,5164,3,No
M,111,772,34,Married,Van,7905,2,No
F,97,768,33,Married,Car,14317,3,No
M,96,679,19,Married,Truck,8039,8,No
F,128,690,18,Married,Truck,13502,8,No
M,85,781,21,Married,Truck,13648,8,No
M,123,785,19,Married,Utility,14743,5,No
F,123,797,12,Married,Car,24885,8,No
F,122,760,5,Married,Truck,6954,3,No
F,115,682,19,Single,Car,12085,8,No
M,135,690,33,Single,Utility,12675,7,No
M,152,778,7,Married,Truck,14054,6,No
F,377,728,12,Married,Car,21884,3,No
F,394,692,34,Married,Car,11217,3,No
F,139,674,16,Married,Car,9870,8,No
F,400,718,20,Married,Truck,19039,8,No
F,110,764,8,Married,Car,24422,5,No
M,119,782,31,Married,Van,13837,5,No
M,109,690,13,Married,Van,10763,8,No
M,116,685,20,Married,Van,11939,6,No
M,82,520,6,Married,Utility,37989,8,No
F,146,679,25,Married,Truck,11544,2,No
M,524,723,40,Married,Truck,11734,4,No
M,158,692,21,Married,Van,12652,1,No
M,83,704,16,Married,Van,14517,5,No
M,137,752,16,Married,Van,10097,7,No
M,376,657,3,Married,Van,7820,3,No
M,125,708,30,Married,Van,11513,6,No
M,114,781,12,Married,Van,7746,7,No
M,107,734,9,Married,Truck,13999,8,No
M,86,670,10,Married,Van,62488,2,No
F,174,721,7,Single,Truck,13058,7,No
F,376,703,26,Married,Car,22895,4,No
F,130,708,14,Married,Car,14277,1,No
F,159,768,9,Married,Truck,6329,1,No
F,106,518,2,Married,Truck,94436,2,No
M,156,671,32,Married,Truck,9419,8,No
F,137,699,13,Married,Car,7309,8,No
F,80,793,20,Married,Truck,9022,7,No
M,135,741,40,Married,Utility,6282,7,No
M,112,717,12,Married,Car,11149,5,No
M,288,700,5,Single,Car,13016,6,No
F,116,733,23,Married,Car,7525,3,No
F,490,615,7,Single,Truck,10690,2,No
F,361,697,7,Married,Truck,23354,6,No
M,148,705,28,Married,Van,8721,8,No
M,327,554,2,Married,Utility,27442,5,No
M,252,689,5,Married,Car,13240,3,No
M,85,793,18,Single,Utility,10962,7,No
M,108,719,19,Single,Utility,12323,7,No
F,399,583,1,Married,Car,6015,8,No
F,113,786,14,Married,Car,22165,8,No
M,497,606,4,Single,Car,10721,7,No
M,95,763,38,Single,Utility,10743,1,No
M,87,815,9,Single,Utility,5257,3,No
M,408,489,4,Married,Car,11666,6,No
M,119,789,34,Married,Utility,14272,3,No
M,157,779,4,Married,Van,11850,6,No
F,103,789,12,Married,Truck,6722,6,No
M,85,780,16,Married,Truck,12721,6,No
M,159,793,10,Single,Utility,7102,6,No
M,229,630,2,Married,Car,39884,5,No
M,158,693,22,Single,Utility,8599,1,No
F,107,682,6,Married,Car,50627,1,No
M,147,698,18,Married,Truck,7566,6,No
F,171,300,1,Married,Car,91511,6,No
F,159,672,16,Married,Car,9511,7,No
F,90,757,25,Married,Car,7553,6,No
M,142,721,20,Married,Van,10697,3,No
M,98,729,38,Married,Truck,14564,7,No
M,195,631,4,Single,Car,14381,5,No
F,91,628,6,Single,Truck,28607,1,No
M,121,694,11,Single,Utility,11450,4,No
M,94,765,9,Single,Utility,12847,6,No
M,153,749,12,Married,Van,8606,4,No
M,214,622,5,Married,Car,13364,4,No
F,87,770,22,Single,Car,6685,2,No
M,102,725,21,Married,Truck,12801,5,No
F,97,671,17,Married,Truck,12583,4,No
M,81,720,14,Married,Van,53760,7,No
F,113,688,22,Married,Truck,8442,2,No
M,125,677,19,Married,Truck,9736,8,No
F,155,766,21,Married,Car,17853,4,No
M,463,645,4,Single,Car,12715,7,No
F,594,684,12,Married,Car,23735,7,No
F,218,637,8,Single,Truck,13826,7,No
F,320,731,6,Married,Car,67360,8,No
M,114,769,10,Married,Van,13507,4,No
F,124,757,31,Single,Car,13911,7,No
M,144,780,21,Married,Utility,12541,8,No
M,141,778,15,Married,Van,9948,6,No
M,282,324,3,Married,Car,13490,3,No
M,96,747,19,Married,Utility,9547,3,No
F,424,633,8,Single,Truck,14629,4,No
F,102,749,16,Married,Car,14988,2,No
F,240,507,1,Married,Car,47201,1,No
F,540,697,14,Married,Truck,23003,5,No
F,87,783,21,Married,Car,22464,4,No
F,327,659,5,Single,Utility,12356,8,No
F,147,675,17,Married,Car,18670,8,No
F,94,673,16,Married,Car,13310,7,No
M,95,844,2,Single,Utility,11032,6,No
M,299,567,3,Married,Van,92082,3,No
M,87,787,40,Married,Utility,7908,3,No
F,118,671,16,Married,Car,5717,8,No
F,117,774,23,Married,Car,24470,6,No
F,80,501,3,Married,Truck,37165,2,No
M,98,781,14,Married,Van,13028,2,No
M,140,732,17,Married,Truck,10168,8,No
M,149,673,32,Married,Truck,8187,1,No
F,669,685,20,Married,Car,21254,7,No
M,134,672,15,Married,Van,12769,4,No
M,152,777,4,Single,Utility,8249,8,No
M,204,602,4,Married,Car,12451,6,No
M,181,589,6,Married,Truck,11128,2,No
F,105,733,20,Married,Car,14482,4,No
M,460,673,3,Single,Utility,14597,2,No
F,139,766,20,Married,Truck,6847,6,No
M,381,664,2,Married,Truck,8152,4,No
F,191,622,6,Single,Truck,10652,3,No
M,283,647,4,Married,Car,11120,8,No
M,486,645,1,Married,Truck,11494,5,No
F,279,603,8,Single,Truck,11369,1,No
F,143,676,18,Married,Car,10160,7,No
F,114,676,15,Married,Car,11651,1,No
F,104,679,3,Married,Car,11523,4,No
M,120,847,1,Single,Car,13070,6,No
M,152,783,8,Married,Van,7546,5,No
F,133,685,21,Married,Car,14184,4,No
M,352,685,1,Married,Car,10073,1,No
F,129,684,16,Married,Truck,12878,7,No
M,135,684,27,Married,Truck,12351,5,No
F,90,769,12,Married,Car,11592,8,No
M,88,569,7,Married,Van,50955,8,No
F,115,742,14,Married,Car,19954,2,No
F,150,769,20,Married,Car,9819,4,No
M,145,682,17,Married,Truck,6752,4,No
F,550,726,7,Married,Car,17882,2,No
M,130,747,19,Single,Utility,13274,5,No
M,123,727,25,Married,Truck,5084,1,No
F,146,776,18,Single,Car,6890,1,No
M,136,783,15,Married,Truck,10066,2,No
M,181,738,5,Married,Utility,29478,7,No
F,108,673,21,Married,Car,8709,2,No
M,477,496,2,Married,Car,10879,4,No
M,132,477,1,Single,Car,14895,2,No
M,134,698,23,Married,Van,7636,6,No
F,674,723,21,Married,Car,23908,1,No
M,121,692,16,Married,Van,5481,3,No
F,97,721,27,Married,Truck,13542,7,No
M,153,741,24,Married,Van,9253,8,No
F,81,784,17,Married,Car,7525,1,No
M,98,471,7,Married,Truck,13308,7,No
M,397,813,5,Single,Car,17460,2,No
F,87,527,5,Married,Car,42991,7,No
F,583,738,33,Married,Car,23890,6,No
F,491,728,39,Married,Truck,6371,8,No
M,150,763,27,Married,Van,13970,4,No
F,312,703,7,Single,Utility,13447,3,No
M,142,770,14,Married,Utility,9196,6,No
F,90,699,9,Married,Car,80526,5,No
F,512,711,1,Married,Car,24974,7,No
M,89,788,20,Married,Truck,5828,6,No
M,380,606,5,Married,Car,13764,2,No
M,89,844,25,Single,Utility,7900,1,No
F,366,685,6,Single,Truck,10070,4,No
M,91,773,39,Married,Truck,7078,1,No
M,312,429,2,Married,Car,11166,8,No
M,93,678,21,Married,Utility,9316,2,No
F,468,615,2,Married,Truck,7890,8,No
M,639,702,5,Single,Car,13928,5,No
F,117,754,30,Married,Truck,8025,2,No
F,142,690,26,Married,Truck,11705,2,No
M,122,679,22,Single,Utility,7265,8,No
F,144,766,16,Married,Car,12826,7,No
M,533,734,38,Married,Truck,12501,4,No
M,81,701,16,Married,Truck,6351,1,No
M,148,687,20,Married,Van,8367,6,No
M,84,788,15,Married,Van,8627,6,No
F,110,746,37,Married,Truck,17006,5,No
M,121,764,12,Married,Van,5538,6,No
M,153,653,6,Married,Truck,17454,5,No
M,288,642,1,Married,Car,50086,7,No
M,275,691,1,Married,Car,10701,3,No
F,157,705,27,Married,Truck,9577,3,No
F,102,757,20,Married,Truck,7300,7,No
F,112,700,25,Married,Truck,12920,8,No
F,461,673,36,Married,Car,22199,8,No
M,464,516,3,Married,Car,10459,3,No
M,332,670,2,Single,Utility,11276,2,No
F,149,763,16,Single,Car,13073,7,No
M,121,685,10,Married,Van,12983,2,No
F,488,420,5,Single,Truck,10954,5,No
M,143,706,18,Married,Van,10290,6,No
F,281,728,6,Single,Truck,11794,5,No
M,80,789,10,Married,Van,10614,8,No
F,136,747,10,Married,Car,14754,8,No
F,266,662,8,Single,Truck,11847,7,No
M,388,714,1,Married,Car,13313,1,No
M,141,670,5,Married,Truck,57551,1,No
F,104,786,24,Single,Car,10201,6,No
F,222,385,6,Single,Utility,10798,5,No
M,130,742,10,Married,Van,11162,8,No
M,96,722,16,Married,Van,12390,3,No
M,81,753,34,Married,Utility,6967,1,No
M,125,705,13,Single,Utility,7458,4,No
F,669,712,35,Married,Car,20503,3,No
F,152,684,20,Married,Car,7168,5,No
M,554,631,2,Married,Van,6147,3,No
M,128,800,2,Single,Utility,14469,5,No
M,127,719,20,Married,Truck,7208,6,No
M,96,547,4,Single,Car,14473,1,No
M,112,687,13,Married,Van,10408,7,No
F,378,584,2,Married,Car,11924,1,No
F,193,552,8,Single,Van,15057,4,No
M,129,378,4,Single,Car,12545,1,No
M,156,795,29,Married,Van,13179,5,No
M,102,739,20,Single,Utility,9581,6,No
F,274,549,2,Married,Car,32626,6,No
F,138,748,17,Married,Truck,9642,7,No
F,126,542,2,Married,Car,63192,2,No
M,105,756,15,Married,Truck,11744,6,No
F,294,655,5,Single,Van,10363,1,No
F,158,759,19,Married,Truck,8687,5,No
F,118,770,21,Married,Truck,5772,2,No
M,92,769,24,Married,Van,13928,2,No
F,125,672,10,Married,Car,5473,1,No
F,159,768,15,Single,Car,12105,5,No
M,109,758,19,Single,Utility,7480,6,No
M,115,677,25,Single,Utility,14875,2,No
F,309,520,2,Married,Truck,84292,8,No
M,136,688,26,Married,Truck,14689,2,No
M,114,712,9,Single,Utility,7344,8,No
M,95,330,4,Single,Car,10350,4,No
F,157,676,19,Married,Car,13525,8,No
M,112,789,31,Single,Utility,6275,5,No
F,111,727,20,Married,Car,5553,1,No
M,176,646,4,Single,Car,10124,1,No
F,95,791,9,Married,Car,14186,8,No
M,144,703,22,Single,Utility,5890,3,No
M,146,702,8,Married,Van,76959,5,No
M,397,635,2,Married,Car,61642,7,No
F,222,800,7,Single,Truck,17907,8,No
F,101,785,24,Married,Car,19947,8,No
M,124,775,8,Married,Truck,7134,7,No
M,293,591,5,Married,Car,10685,8,No
M,81,787,21,Married,Van,11097,4,No
F,346,680,3,Married,Car,53858,4,No
M,100,765,3,Married,Van,9755,3,No
F,89,683,20,Single,Car,7689,5,No
M,92,678,25,Married,Van,10497,7,No
F,100,683,6,Married,Car,17491,2,No
F,987,588,2,Married,Car,14509,3,No
M,106,779,23,Married,Van,5457,7,No
M,158,678,23,Married,Truck,7483,6,No
M,445,702,3,Married,Car,10400,7,No
M,356,506,1,Married,Car,10000,1,No
M,139,736,20,Married,Van,13700,4,No
F,88,723,33,Married,Truck,14679,5,No
M,197,622,6,Married,Truck,11022,3,No
F,184,689,5,Married,Car,30970,4,No
M,103,781,32,Married,Truck,9667,8,No
M,83,726,4,Single,Utility,9435,5,No
F,87,790,33,Married,Truck,10335,7,No
F,115,708,24,Single,Car,8603,1,No
F,112,784,19,Married,Car,16153,2,No
F,145,701,15,Married,Car,14377,5,No
F,122,748,20,Married,Truck,6219,2,No
F,152,764,19,Married,Car,7032,5,No
F,115,772,11,Married,Truck,14406,6,No
F,99,756,31,Married,Car,21156,6,No
F,130,793,21,Married,Car,13265,8,No
F,664,698,32,Married,Car,24318,4,No
F,102,749,20,Married,Car,12573,2,No
M,128,758,9,Married,Van,10728,4,No
M,376,532,5,Single,Car,10202,1,No
F,117,718,13,Married,Truck,10118,6,No
F,156,733,8,Married,Truck,79203,6,No
M,131,729,16,Married,Van,7185,3,No
F,683,720,20,Married,Car,18004,7,No
F,146,768,24,Married,Car,16615,3,No
M,146,817,17,Single,Utility,6543,5,No
M,107,711,7,Single,Utility,8656,4,No
M,267,622,4,Married,Car,15968,1,No
M,123,795,14,Married,Van,7287,5,No
F,136,745,23,Married,Car,10402,7,No
M,138,712,15,Married,Van,14052,6,No
M,84,702,27,Single,Utility,5321,2,No
M,484,783,3,Married,Truck,8277,1,No
F,104,675,20,Single,Car,14440,7,No
M,89,745,17,Married,Utility,12216,4,No
M,99,770,12,Married,Van,14951,7,No
M,87,674,22,Married,Van,5104,4,No
M,213,724,3,Married,Car,12437,6,No
M,103,741,12,Married,Van,11360,1,No
F,107,756,17,Married,Truck,11695,3,No
F,150,538,2,Married,Car,87687,7,No
M,82,788,16,Married,Van,7957,7,No
F,92,770,7,Married,Truck,15526,4,No
M,114,766,5,Married,Van,11026,6,No
M,157,727,19,Married,Truck,7835,2,No
M,159,758,17,Married,Van,11911,8,No
M,105,843,10,Single,Utility,13490,6,No
F,154,688,15,Married,Car,6007,4,No
F,244,549,1,Married,Truck,34145,3,No
M,422,699,1,Single,Car,12558,3,No
M,115,794,20,Single,Utility,12384,4,No
M,177,669,1,Single,Car,76779,4,No
M,234,662,3,Married,Car,14038,8,No
F,115,774,17,Married,Truck,7302,1,No
F,124,767,14,Married,Car,5612,8,No
F,144,718,20,Married,Car,10351,3,No
M,134,701,16,Married,Utility,13470,7,No
M,156,786,7,Married,Van,8499,3,No
F,417,680,8,Single,Truck,14963,3,No
F,548,682,25,Married,Car,19646,3,No
M,96,677,17,Married,Truck,5361,6,No
M,131,723,16,Married,Van,6640,6,No
F,100,796,3,Married,Car,10046,5,No
M,123,548,1,Single,Car,10566,5,No
F,80,735,18,Married,Car,14254,5,No
F,233,605,7,Single,Van,12528,2,No
M,85,771,25,Married,Van,12861,5,No
M,102,736,22,Married,Van,12593,6,No
F,156,685,11,Married,Car,12999,4,No
M,238,350,1,Married,Car,11558,6,No
F,450,729,20,Married,Car,20290,1,No
F,124,692,39,Married,Car,7615,6,No
F,144,781,16,Married,Car,20807,5,No
M,125,694,15,Married,Van,12595,2,No
M,531,624,7,Single,Utility,10766,3,No
M,96,711,10,Married,Van,69083,8,No
F,128,756,19,Married,Truck,14696,3,No
F,298,582,8,Single,Truck,13873,1,No
M,100,718,16,Married,Van,5566,7,No
F,116,694,10,Married,Car,13546,2,No
F,322,617,7,Single,Truck,11574,7,No
F,369,737,8,Single,Truck,12335,3,No
M,143,670,1,Married,Van,14584,1,No
F,339,441,6,Single,Truck,11101,3,No
M,155,676,21,Married,Van,12461,4,No
M,97,727,17,Married,Van,13869,6,No
F,626,715,3,Married,Car,21358,8,No
M,141,693,1,Single,Car,17054,7,No
M,94,791,25,Married,Van,7577,5,No
F,146,696,25,Single,Car,10770,7,No
M,212,731,5,Married,Truck,36498,5,No
F,99,758,9,Married,Car,10909,4,No
M,94,797,21,Married,Van,13090,8,No
M,90,760,30,Married,Van,8014,2,No
F,94,677,23,Married,Truck,6957,3,No
M,139,713,17,Married,Utility,13443,6,No
M,87,704,11,Married,Van,36174,8,No
M,357,374,5,Single,Utility,12627,2,No
F,98,765,20,Married,Car,20184,8,No
M,106,325,5,Single,Car,24046,8,No
M,83,691,5,Single,Utility,5478,2,No
M,95,681,38,Married,Van,5700,5,No
F,127,712,21,Married,Truck,11612,8,No
M,134,677,35,Married,Utility,10028,3,No
M,128,742,35,Married,Van,6719,6,No
M,112,780,9,Married,Van,9055,7,No
M,496,617,5,Single,Car,12487,5,No
F,154,714,7,Single,Van,11919,1,No
F,644,686,5,Married,Truck,23349,1,No
F,152,736,33,Married,Car,5086,7,No
M,106,719,23,Married,Truck,7395,6,No
F,113,783,5,Married,Truck,9248,5,No
M,197,674,4,Single,Car,10287,8,No
F,85,687,12,Married,Truck,14256,5,No
M,88,693,14,Married,Van,81104,8,No
M,81,694,6,Single,Utility,7321,5,No
F,258,543,5,Married,Truck,63993,1,No
F,598,731,34,Married,Car,18881,2,No
F,108,701,37,Married,Car,9042,5,No
M,136,682,38,Married,Van,12164,5,No
M,158,680,14,Married,Van,10636,5,No
F,106,718,19,Married,Car,10958,3,No
F,197,430,7,Single,Truck,14087,4,No
F,632,692,18,Married,Truck,19877,3,No
F,89,758,36,Single,Car,10093,2,No
F,104,678,38,Married,Car,12190,4,No
F,104,740,10,Married,Car,20774,3,No
F,84,759,17,Married,Truck,12119,6,No
M,115,697,26,Married,Van,13469,5,No
F,115,782,11,Married,Truck,21167,8,No
F,373,692,18,Married,Truck,19837,6,No
F,135,676,16,Married,Truck,6333,5,No
F,231,593,6,Single,Truck,11209,4,No
F,288,731,5,Married,Car,31417,2,No
F,141,676,21,Single,Car,12286,5,No
M,149,711,20,Married,Van,12065,1,No
F,592,717,20,Married,Truck,21228,5,No
M,166,303,2,Single,Car,13767,7,No
F,117,671,27,Single,Car,8991,7,No
M,160,787,10,Single,Utility,10567,2,No
M,93,800,7,Married,Truck,21637,2,No
F,145,430,8,Single,Van,19372,4,No
M,145,749,24,Married,Van,6707,4,No
M,110,766,17,Married,Van,7971,5,No
M,173,641,7,Married,Truck,14181,5,No
M,83,700,10,Married,Utility,77634,8,No
M,119,673,23,Married,Utility,5580,5,No
F,210,591,5,Single,Truck,10061,2,No
F,366,478,6,Single,Truck,13435,2,No
M,137,749,25,Married,Truck,9252,1,No
F,362,676,38,Married,Car,7017,6,No
M,144,799,12,Married,Van,14036,2,No
F,103,746,35,Married,Car,7334,3,No
M,126,677,23,Married,Van,9099,1,No
M,113,751,12,Married,Van,5091,2,No
M,158,697,23,Married,Van,8718,4,No
M,151,795,22,Married,Utility,14775,6,No
F,89,791,12,Married,Car,9994,3,No
F,112,791,10,Married,Car,13495,6,No
F,99,710,25,Single,Car,5080,2,No
F,671,728,8,Married,Truck,24617,5,No
M,137,690,30,Married,Truck,6268,8,No
F,81,791,37,Married,Truck,10524,4,No
F,89,798,33,Married,Car,12210,3,No
M,102,786,15,Married,Van,9894,6,No
M,128,715,12,Married,Van,11541,5,No
M,136,674,23,Married,Utility,6325,6,No
M,124,737,12,Single,Utility,8897,4,No
M,98,770,7,Married,Van,7330,7,No
M,233,422,4,Married,Car,10954,4,No
M,195,675,5,Married,Van,44120,8,No
F,114,674,23,Married,Truck,14142,6,No
M,122,754,31,Single,Utility,14177,4,No
F,139,683,15,Single,Car,9019,5,No
M,522,599,2,Married,Van,14127,8,No
M,246,397,1,Married,Car,21464,6,No
M,83,782,36,Married,Truck,12987,4,No
M,144,715,14,Married,Van,77859,4,No
M,80,763,21,Married,Van,7777,3,No
F,129,766,17,Single,Car,8110,8,No
F,495,739,7,Single,Truck,14071,8,No
F,131,688,34,Single,Car,6636,3,No
F,82,736,24,Married,Car,5327,5,No
F,478,702,7,Single,Truck,13657,3,No
M,143,717,33,Single,Utility,11193,8,No
F,470,684,5,Single,Truck,10312,6,No
F,144,698,18,Married,Car,12338,4,No
M,120,685,25,Married,Van,7603,1,No
M,98,696,10,Married,Van,57521,6,No
F,90,766,16,Married,Truck,12598,5,No
M,82,815,6,Single,Utility,11228,3,No
F,302,720,5,Single,Truck,13367,4,No
M,190,693,7,Married,Truck,10761,2,No
M,157,783,34,Married,Truck,8711,7,No
F,493,370,8,Single,Truck,12096,4,No
M,129,680,20,Married,Van,5345,6,No
M,118,753,20,Married,Van,5200,2,No
M,131,784,23,Married,Van,10237,8,No
F,85,795,24,Married,Truck,6668,1,No
M,118,744,18,Married,Truck,9944,6,No
F,116,715,13,Married,Car,13692,1,No
M,90,786,8,Single,Utility,8637,7,No
F,113,690,10,Married,Car,24862,5,No
M,142,680,33,Single,Utility,5297,2,No
F,97,774,5,Married,Car,10915,7,No
F,362,671,36,Married,Car,5680,8,No
F,157,755,19,Married,Car,18293,8,No
F,92,732,5,Married,Car,57524,8,No
M,120,761,22,Married,Van,7469,8,No
M,121,711,24,Married,Truck,10375,7,No
M,168,600,7,Married,Truck,22964,8,No
M,121,782,21,Married,Van,14123,5,No
M,133,805,5,Single,Car,15845,3,No
F,226,588,7,Single,Utility,19344,6,No
M,328,732,5,Married,Van,66043,4,No
